customerID,tenure,MonthlyCharges,TotalCharges,age,years_customer,total_spent,avg_monthly,Churn
CUST_00000,51,102.24509547210165,5867.755454616211,64,4.25,5214.4998690771845,115.0540285218865,0
CUST_00001,14,82.40879684346811,7709.440449859925,78,1.1666666666666665,1153.7231558085537,550.6743178471376,0
CUST_00002,71,98.00935826770532,1029.1991148598104,53,5.916666666666666,6958.664437007078,14.495762181124089,0
CUST_00003,60,79.05342530821152,3142.685763322654,33,5.0,4743.205518492691,52.37809605537757,1
CUST_00004,20,60.24238895799795,7890.2600735683445,32,1.6666666666666665,1204.8477791599591,394.51300367841725,0
CUST_00005,23,115.71047771246603,1830.8637971766923,35,1.9166666666666665,2661.3409873867186,79.60277379029097,0
CUST_00006,2,73.19361013764217,722.6140452486042,24,0.16666666666666666,146.38722027528434,361.3070226243021,0
CUST_00007,21,79.71913089113491,7097.308080708066,64,1.75,1674.101748713833,337.96705146228885,0
CUST_00008,52,40.48973922030442,7522.6656776767995,39,4.333333333333333,2105.46643945583,144.66664764763075,0
CUST_00009,1,81.8163805215822,1480.6169193453075,49,0.08333333333333333,81.8163805215822,1480.6169193453075,0
CUST_00010,29,76.30398024726027,7692.026925388785,60,2.4166666666666665,2212.815427170548,265.24230777202706,0
CUST_00011,37,36.85351659059654,6187.174804462583,36,3.083333333333333,1363.580113852072,167.22094066115088,1
CUST_00012,1,24.077883930020658,4690.342495284924,57,0.08333333333333333,24.077883930020658,4690.342495284924,0
CUST_00013,63,79.64465061090665,7475.646731176837,73,5.25,5017.612988487119,118.66105922502916,1
CUST_00014,59,95.89661147373269,3784.858258884313,18,4.916666666666666,5657.900076950229,64.15013998109005,0
CUST_00015,20,71.38693983404484,1762.0657268861069,52,1.6666666666666665,1427.7387966808967,88.10328634430535,1
CUST_00016,32,41.13080778260387,2577.9770359633103,22,2.6666666666666665,1316.1858490433237,80.56178237385345,0
CUST_00017,57,85.98524162268956,4556.372884273967,67,4.75,4901.158772493305,79.93636639077135,1
CUST_00018,21,26.17078411417943,4791.3505182051185,29,1.75,549.586466397768,228.15954848595803,0
CUST_00019,48,63.06703788979937,7254.115821442278,29,4.0,3027.21781871037,151.12741294671412,1
CUST_00020,58,34.66340935663886,7126.347458397963,38,4.833333333333333,2010.4777426850537,122.86805962755109,0
CUST_00021,41,36.8148232081081,5240.671683697083,76,3.4166666666666665,1509.4077515324323,127.82126057797763,1
CUST_00022,59,38.63398281413677,7031.453640621978,75,4.916666666666666,2279.4049860340697,119.17718034952505,1
CUST_00023,14,57.444119818485746,1742.1256554771655,36,1.1666666666666665,804.2176774588004,124.43754681979753,0
CUST_00024,61,23.217320973280557,469.5794532977832,26,5.083333333333333,1416.256579370114,7.698023824553823,0
CUST_00025,61,58.574930974768016,7865.231727259607,60,5.083333333333333,3573.070789460849,128.93822503704274,0
CUST_00026,46,70.19415960569948,698.4793539896707,66,3.833333333333333,3228.9313418621764,15.184333782384146,1
CUST_00027,61,67.29601706656517,2235.262099101096,65,5.083333333333333,4105.057041060475,36.64364096887042,0
CUST_00028,50,57.04397824111014,6263.964167626973,53,4.166666666666666,2852.1989120555068,125.27928335253947,0
CUST_00029,54,103.59295402321675,3696.842479893236,59,4.5,5594.019517253704,68.46004592394881,0
CUST_00030,63,32.82332262689142,7889.299449841269,71,5.25,2067.8693254941595,125.22697539430585,0
CUST_00031,2,69.58106786570013,2695.8585560671804,64,0.16666666666666666,139.16213573140027,1347.9292780335902,0
CUST_00032,50,24.328224529568537,126.60469309084647,74,4.166666666666666,1216.411226478427,2.5320938618169295,0
CUST_00033,6,25.257879245546796,2719.887652235482,68,0.5,151.54727547328076,453.3146087059137,0
CUST_00034,20,76.53431666706382,5211.113941679789,49,1.6666666666666665,1530.6863333412764,260.55569708398946,0
CUST_00035,72,75.73387933855773,3395.9266111215743,52,6.0,5452.839312376156,47.16564737668853,0
CUST_00036,38,107.55941831013462,4823.157346713622,48,3.1666666666666665,4087.2578957851156,126.925193334569,0
CUST_00037,17,74.90311491732746,7891.851107138468,77,1.4166666666666665,1273.3529535945668,464.22653571402753,0
CUST_00038,3,115.89868408129472,8214.11578698871,70,0.25,347.69605224388414,2738.0385956629034,1
